Id,Weekly_Sales
1_6_2013-03-22,6791.686
1_6_2013-03-29,5437.188
1_6_2013-04-05,6791.686
1_6_2013-04-12,4567.007
1_6_2013-04-19,4462.41
1_6_2013-04-26,4629.331999999999
1_6_2013-05-03,5888.3769999999995
1_6_2013-05-10,4808.026
1_6_2013-05-17,4341.376
1_6_2013-05-24,5140.29
1_6_2013-05-31,5949.655000000001
1_6_2013-06-07,4780.534
1_6_2013-06-14,4256.668
1_6_2013-06-21,3615.053
1_6_2013-06-28,4118.536
1_6_2013-07-05,5108.535000000001
1_6_2013-07-12,3709.7560000000003
1_6_2013-07-19,3349.1230000000005
1_6_2013-07-26,2658.7030000000004
1_7_2012-11-02,23348.605000000003
1_7_2012-11-09,23847.093
1_7_2012-11-16,23836.093
1_7_2012-11-23,81925.46699999998
1_7_2012-11-30,52902.56000000001
1_7_2012-12-07,51464.156
1_7_2012-12-14,61062.17699999999
1_7_2012-12-21,120986.769
1_7_2012-12-28,37584.051
1_7_2013-01-04,11664.073
1_7_2013-01-11,9705.804
1_7_2013-01-18,10099.842999999999
1_7_2013-01-25,11113.27
1_7_2013-02-01,17125.057999999997
1_7_2013-02-08,19798.765
1_7_2013-02-15,17399.340999999997
1_7_2013-02-22,17477.468999999997
1_7_2013-03-01,18685.252
1_7_2013-03-08,22214.397999999997
1_7_2013-03-15,18022.785
1_7_2013-03-22,18926.669999999995
1_7_2013-03-29,20460.908000000003
1_7_2013-04-05,20895.199999999997
1_7_2013-04-12,21631.979
1_7_2013-04-19,21498.658000000003
1_7_2013-04-26,21107.8
1_7_2013-05-03,21250.553000000004
1_7_2013-05-10,20337.163999999997
1_7_2013-05-17,20243.21
1_7_2013-05-24,37333.35599999999
1_7_2013-05-31,29856.683999999997
1_7_2013-06-07,28566.534000000003
1_7_2013-06-14,26756.901
1_7_2013-06-21,25161.245999999996
1_7_2013-06-28,23554.358
1_7_2013-07-05,23419.235999999997
1_7_2013-07-12,17130.605
1_7_2013-07-19,15769.609
1_7_2013-07-26,16886.844
1_8_2012-11-02,38488.574
1_8_2012-11-09,38275.925
1_8_2012-11-16,34943.518
1_8_2012-11-23,36796.81799999999
1_8_2012-11-30,36239.748
1_8_2012-12-07,36673.020000000004
1_8_2012-12-14,37566.204
1_8_2012-12-21,39833.985
1_8_2012-12-28,36826.10799999999
1_8_2013-01-04,36828.922999999995
1_8_2013-01-11,36069.435
1_8_2013-01-18,35744.061
1_8_2013-01-25,35674.42
1_8_2013-02-01,39187.32800000001
1_8_2013-02-08,38402.425
1_8_2013-02-15,37803.256
1_8_2013-02-22,37362.826
1_8_2013-03-01,36273.101
1_8_2013-03-08,40262.35
1_8_2013-03-15,39544.637
1_8_2013-03-22,34532.93
1_8_2013-03-29,38253.714
1_8_2013-04-05,34019.658
1_8_2013-04-12,36044.171
1_8_2013-04-19,38349.562999999995
1_8_2013-04-26,39370.293999999994
1_8_2013-05-03,38254.007999999994
1_8_2013-05-10,36944.53600000001
1_8_2013-05-17,37597.84799999999
1_8_2013-05-24,33931.565
1_8_2013-05-31,37015.079000000005
1_8_2013-06-07,38279.869999999995
1_8_2013-06-14,39156.736
1_8_2013-06-21,38310.335999999996
1_8_2013-06-28,36689.641
1_8_2013-07-05,34564.076
1_8_2013-07-12,35831.89400000001
1_8_2013-07-19,34499.832
1_8_2013-07-26,36419.089
1_9_2012-11-02,41377.18800000001
1_9_2012-11-09,37425.247
1_9_2012-11-16,30680.082000000002
1_9_2012-11-23,43328.89200000001
1_9_2012-11-30,22658.055999999997
1_9_2012-12-07,31667.827999999998
1_9_2012-12-14,31695.333000000002
1_9_2012-12-21,39149.55
1_9_2012-12-28,28701.841000000008
1_9_2013-01-04,16092.566
1_9_2013-01-11,13309.254
1_9_2013-01-18,13309.254
1_9_2013-01-25,14019.039
1_9_2013-02-01,19557.297
1_9_2013-02-08,20362.170000000002
1_9_2013-02-15,23135.528000000002
1_9_2013-02-22,26059.353000000003
1_9_2013-03-01,29001.158999999996
1_9_2013-03-08,33092.496999999996
1_9_2013-03-15,43782.268
1_9_2013-03-22,29105.087
1_9_2013-03-29,32559.977000000003
1_9_2013-04-05,26909.88599999999
1_9_2013-04-12,31494.053000000004
1_9_2013-04-19,31714.762999999995
1_9_2013-04-26,31932.805999999993
1_9_2013-05-03,32299.667999999994
1_9_2013-05-10,28650.442
1_9_2013-05-17,28038.067
1_9_2013-05-24,30682.934999999998
1_9_2013-05-31,29011.348000000005
1_9_2013-06-07,30390.511999999995
1_9_2013-06-14,28517.101000000002
1_9_2013-06-21,30698.506
1_9_2013-06-28,27977.870999999996
1_9_2013-07-05,26671.995000000003
1_9_2013-07-12,20574.318000000003
1_9_2013-07-19,20064.350000000002
1_9_2013-07-26,22388.137999999995
1_10_2012-11-02,29181.829999999998
1_10_2012-11-09,29021.217000000004
1_10_2012-11-16,28587.926
1_10_2012-11-23,30898.828
1_10_2012-11-30,28806.381
1_10_2012-12-07,30470.310999999998
1_10_2012-12-14,30968.133
1_10_2012-12-21,30479.532999999996
1_10_2012-12-28,28191.942
1_10_2013-01-04,24852.697999999997
1_10_2013-01-11,24115.348
1_10_2013-01-18,24669.099000000002
1_10_2013-01-25,26375.129000000004
1_10_2013-02-01,31914.192000000003
1_10_2013-02-08,34970.34500000001
1_10_2013-02-15,37382.121999999996
1_10_2013-02-22,39167.523
1_10_2013-03-01,36248.101
1_10_2013-03-08,38356.80699999999
1_10_2013-03-15,39587.503000000004
1_10_2013-03-22,30117.838
1_10_2013-03-29,32780.132999999994
1_10_2013-04-05,31348.897000000004
1_10_2013-04-12,32783.655000000006
1_10_2013-04-19,33014.2
1_10_2013-04-26,32353.551
1_10_2013-05-03,32192.286
1_10_2013-05-10,30905.879999999994
1_10_2013-05-17,32643.332999999995
1_10_2013-05-24,32811.051999999996
1_10_2013-05-31,28799.27
1_10_2013-06-07,33316.562
1_10_2013-06-14,33466.313
1_10_2013-06-21,35867.871
1_10_2013-06-28,31650.707999999995
1_10_2013-07-05,33992.721
1_10_2013-07-12,33759.39
1_10_2013-07-19,33875.53999999999
1_10_2013-07-26,30580.016000000003
1_11_2012-11-02,25845.670000000002
1_11_2012-11-09,22248.936999999998
1_11_2012-11-16,22430.499
1_11_2012-11-23,26566.195999999996
1_11_2012-11-30,30277.674
1_11_2012-12-07,32003.041000000005
1_11_2012-12-14,35388.325
1_11_2012-12-21,33091.926
1_11_2012-12-28,28304.737000000005
1_11_2013-01-04,24379.904999999995
1_11_2013-01-11,26683.648999999998
1_11_2013-01-18,22012.404
1_11_2013-01-25,22170.354
1_11_2013-02-01,22324.916999999998
1_11_2013-02-08,21884.773000000005
1_11_2013-02-15,21496.168
1_11_2013-02-22,21707.550000000003
1_11_2013-03-01,23102.542999999998
1_11_2013-03-08,25280.551999999996
1_11_2013-03-15,22768.871
1_11_2013-03-22,18770.787
1_11_2013-03-29,21882.453999999998
1_11_2013-04-05,18537.922
1_11_2013-04-12,21163.328
1_11_2013-04-19,25336.105000000003
1_11_2013-04-26,26282.265000000003
1_11_2013-05-03,29784.494
1_11_2013-05-10,29584.775
1_11_2013-05-17,25685.746
1_11_2013-05-24,27663.653
1_11_2013-05-31,31913.714
1_11_2013-06-07,33935.136
1_11_2013-06-14,33316.845
1_11_2013-06-21,32720.913
1_11_2013-06-28,27058.385
1_11_2013-07-05,27218.251
1_11_2013-07-12,33915.774
1_11_2013-07-19,33696.561
1_11_2013-07-26,30508.147000000004
1_12_2012-11-02,9238.077000000001
1_12_2012-11-09,9359.441
1_12_2012-11-16,8741.687000000002
1_12_2012-11-23,8386.943000000001
1_12_2012-11-30,7911.794
1_12_2012-12-07,7851.634
1_12_2012-12-14,8253.234
1_12_2012-12-21,7934.066999999998
1_12_2012-12-28,8232.703
1_12_2013-01-04,8180.9220000000005
1_12_2013-01-11,8224.145
1_12_2013-01-18,8745.797
1_12_2013-01-25,8810.106000000002
1_12_2013-02-01,8914.872000000003
1_12_2013-02-08,8986.264000000001
1_12_2013-02-15,9181.941
1_12_2013-02-22,10191.998
1_12_2013-03-01,11329.399000000001
1_12_2013-03-08,11430.507
1_12_2013-03-15,11982.667
1_12_2013-03-22,11777.835
1_12_2013-03-29,12117.891
1_12_2013-04-05,11320.882
1_12_2013-04-12,11073.757
1_12_2013-04-19,11404.619999999999
1_12_2013-04-26,11404.619999999999
1_12_2013-05-03,11471.168999999998
1_12_2013-05-10,10892.115999999998
1_12_2013-05-17,11028.764
1_12_2013-05-24,12472.757000000001
1_12_2013-05-31,11529.295999999998
1_12_2013-06-07,10984.465999999999
1_12_2013-06-14,11390.144
1_12_2013-06-21,10897.77
1_12_2013-06-28,10708.597
1_12_2013-07-05,11388.224
1_12_2013-07-12,10459.497000000001
1_12_2013-07-19,11003.422000000002
1_12_2013-07-26,11287.714
1_13_2012-11-02,39599.743
1_13_2012-11-09,37405.252
1_13_2012-11-16,37096.530000000006
1_13_2012-11-23,38187.145
1_13_2012-11-30,36376.627
1_13_2012-12-07,35372.562
1_13_2012-12-14,35674.564
1_13_2012-12-21,35322.10400000001
1_13_2012-12-28,34596.899000000005
1_13_2013-01-04,40723.769
1_13_2013-01-11,37202.795
1_13_2013-01-18,36780.460999999996
1_13_2013-01-25,36393.094
1_13_2013-02-01,40021.368
1_13_2013-02-08,40418.744999999995
1_13_2013-02-15,41272.075
1_13_2013-02-22,41576.74500000001
1_13_2013-03-01,39856.485
1_13_2013-03-08,41592.022000000004
1_13_2013-03-15,40976.801
1_13_2013-03-22,36895.26700000001
1_13_2013-03-29,37337.758
1_13_2013-04-05,37032.013000000006
1_13_2013-04-12,40129.27
1_13_2013-04-19,39248.79299999999
1_13_2013-04-26,39336.18000000001
1_13_2013-05-03,40209.96799999999
1_13_2013-05-10,38328.31
1_13_2013-05-17,38716.138999999996
1_13_2013-05-24,39731.248999999996
1_13_2013-05-31,40159.34
1_13_2013-06-07,38437.373999999996
1_13_2013-06-14,39068.41499999999
1_13_2013-06-21,38623.92999999999
1_13_2013-06-28,39180.617999999995
1_13_2013-07-05,41225.704000000005
1_13_2013-07-12,40157.181
1_13_2013-07-19,39979.034
1_13_2013-07-26,37801.38900000001
1_14_2012-11-02,13275.163
1_14_2012-11-09,14223.487
1_14_2012-11-16,18105.17
1_14_2012-11-23,56761.038
1_14_2012-11-30,19994.212
1_14_2012-12-07,20941.712
1_14_2012-12-14,24553.759
1_14_2012-12-21,42812.946
1_14_2012-12-28,29122.279
1_14_2013-01-04,14435.528
1_14_2013-01-11,14091.682
1_14_2013-01-18,12875.566
1_14_2013-01-25,12650.963
1_14_2013-02-01,15534.715000000002
1_14_2013-02-08,16671.828
1_14_2013-02-15,19843.002999999997
1_14_2013-02-22,18543.06
1_14_2013-03-01,18295.964
1_14_2013-03-08,17281.495000000003
1_14_2013-03-15,14972.728
1_14_2013-03-22,12918.977
1_14_2013-03-29,12883.505999999998
1_14_2013-04-05,12626.278
1_14_2013-04-12,14782.034999999998
1_14_2013-04-19,14324.297
1_14_2013-04-26,14768.463
1_14_2013-05-03,15283.995
1_14_2013-05-10,15420.998000000001
1_14_2013-05-17,14304.679
1_14_2013-05-24,20514.892
1_14_2013-05-31,13567.277000000002
1_14_2013-06-07,14362.790000000003
1_14_2013-06-14,13202.481
1_14_2013-06-21,14561.943
1_14_2013-06-28,15191.948
1_14_2013-07-05,20016.066
1_14_2013-07-12,14955.166000000001
1_14_2013-07-19,14684.867000000002
1_14_2013-07-26,12359.960000000003
1_16_2012-11-02,6633.217
1_16_2012-11-09,6373.293
1_16_2012-11-16,6250.481
1_16_2012-11-23,8513.447000000002
1_16_2012-11-30,5057.3020000000015
1_16_2012-12-07,5016.142000000001
1_16_2012-12-14,4986.994000000001
1_16_2012-12-21,6180.017999999999
1_16_2012-12-28,5448.533000000001
1_16_2013-01-04,7062.986999999999
1_16_2013-01-11,7108.295
1_16_2013-01-18,7231.274
1_16_2013-01-25,6743.634
1_16_2013-02-01,11179.913999999997
1_16_2013-02-08,11097.147
1_16_2013-02-15,10632.327000000001
1_16_2013-02-22,13799.329000000002
1_16_2013-03-01,28159.004999999997
1_16_2013-03-08,28873.578999999998
1_16_2013-03-15,41120.899000000005
1_16_2013-03-22,36109.45
1_16_2013-03-29,47277.692
1_16_2013-04-05,47962.51499999999
1_16_2013-04-12,47061.52099999999
1_16_2013-04-19,46496.172
1_16_2013-04-26,42246.227999999996
1_16_2013-05-03,42826.932
1_16_2013-05-10,39718.826
1_16_2013-05-17,37734.511000000006
1_16_2013-05-24,46694.568000000014
1_16_2013-05-31,43703.85
1_16_2013-06-07,34035.576
1_16_2013-06-14,36106.433
1_16_2013-06-21,35941.401
1_16_2013-06-28,34498.856
1_16_2013-07-05,44617.14200000001
1_16_2013-07-12,24515.287
1_16_2013-07-19,24336.020999999997
1_16_2013-07-26,23060.597999999998
1_17_2012-11-02,7781.641999999998
1_17_2012-11-09,7678.045999999999
1_17_2012-11-16,8254.115999999998
1_17_2012-11-23,17464.795
1_17_2012-11-30,12139.997
1_17_2012-12-07,10775.436
1_17_2012-12-14,11893.645
1_17_2012-12-21,15881.310999999998
1_17_2012-12-28,10944.916000000001
1_17_2013-01-04,9127.24
1_17_2013-01-11,9264.014
1_17_2013-01-18,8234.916000000001
1_17_2013-01-25,7970.939
1_17_2013-02-01,11378.529
1_17_2013-02-08,12442.567
1_17_2013-02-15,11241.655
1_17_2013-02-22,10911.324
1_17_2013-03-01,10090.326
1_17_2013-03-08,10885.731999999998
1_17_2013-03-15,9412.366
1_17_2013-03-22,9277.413
1_17_2013-03-29,9395.172
1_17_2013-04-05,8694.995999999997
1_17_2013-04-12,8490.56
1_17_2013-04-19,8439.368999999999
1_17_2013-04-26,8231.892
1_17_2013-05-03,8821.999
1_17_2013-05-10,9434.316
1_17_2013-05-17,8350.630000000001
1_17_2013-05-24,9355.951000000001
1_17_2013-05-31,8821.776
1_17_2013-06-07,8447.768000000002
1_17_2013-06-14,7947.303
1_17_2013-06-21,8194.973000000002
1_17_2013-06-28,7566.515999999999
1_17_2013-07-05,9355.951000000001
1_17_2013-07-12,7839.242
1_17_2013-07-19,7685.4039999999995
1_17_2013-07-26,7940.478999999999
1_18_2012-11-02,12393.264
1_18_2012-11-09,11864.537999999999
1_18_2012-11-16,15907.170000000002
1_18_2012-11-23,36139.037
1_18_2012-11-30,44590.640999999996
1_18_2012-12-07,36873.477999999996
1_18_2012-12-14,30257.25999999999
1_18_2012-12-21,17214.269999999997
1_18_2012-12-28,27332.479
1_18_2013-01-04,8377.041000000001
1_18_2013-01-11,4689.861
1_18_2013-01-18,1725.605
1_18_2013-01-25,2175.557
1_18_2013-02-01,5281.197999999999
1_18_2013-02-08,11921.047000000002
1_18_2013-02-15,26653.760000000002
1_18_2013-02-22,1591.1290000000001
1_18_2013-03-01,1282.026
1_18_2013-03-08,923.6939999999998
1_18_2013-03-15,1291.508
1_18_2013-03-22,3364.012
1_18_2013-03-29,15593.617000000002
1_18_2013-04-05,12648.204
1_18_2013-04-12,4284.502
1_18_2013-04-19,280.209
1_18_2013-04-26,154.74400000000006
1_18_2013-05-03,321.78000000000003
1_18_2013-05-10,2.2439999999999998
1_18_2013-05-17,5.040000000000001
1_18_2013-05-24,8.958
1_18_2013-06-07,3.5869999999999997
1_18_2013-07-05,4.220000000000001
1_19_2012-11-02,1288.093
1_19_2012-11-09,1170.7559999999999
1_19_2012-11-16,1103.3359999999998
1_19_2012-11-23,921.8769999999998
1_19_2012-11-30,1612.766
1_19_2012-12-07,1422.959
1_19_2012-12-14,1375.316
1_19_2012-12-21,1786.5910000000003
1_19_2012-12-28,1320.734
1_19_2013-01-04,780.8389999999999
1_19_2013-01-11,780.8389999999999
1_19_2013-01-18,844.284
1_19_2013-01-25,920.8539999999999
1_19_2013-02-01,1620.4289999999996
1_19_2013-02-08,1405.5989999999997
1_19_2013-02-15,945.884
1_19_2013-02-22,1070.194
1_19_2013-03-01,1244.3740000000003
1_19_2013-03-08,1697.774
1_19_2013-03-15,971.0229999999999
1_19_2013-03-22,1753.3220000000006
1_19_2013-03-29,1652.2720000000002
1_19_2013-04-05,1672.1970000000001
1_19_2013-04-12,1436.0609999999997
1_19_2013-04-19,1434.833
1_19_2013-04-26,1326.6970000000001
1_19_2013-05-03,1444.101
1_19_2013-05-10,1293.7060000000004
1_19_2013-05-17,1553.762
1_19_2013-05-24,1557.911
1_19_2013-05-31,1155.0
1_19_2013-06-07,1118.02
1_19_2013-06-14,1209.431
1_19_2013-06-21,1298.304
1_19_2013-06-28,983.316
1_19_2013-07-05,1729.012
1_19_2013-07-12,1147.3129999999996
1_19_2013-07-19,1143.446
1_19_2013-07-26,1050.9940000000001
1_20_2012-11-02,2900.071
1_20_2012-11-09,2894.432
1_20_2012-11-16,2909.938
1_20_2012-11-23,4928.342999999999
1_20_2012-11-30,2857.1430000000005
1_20_2012-12-07,3004.4420000000005
1_20_2012-12-14,3362.8410000000003
1_20_2012-12-21,4558.3099999999995
1_20_2012-12-28,4031.0360000000014
1_20_2013-01-04,4187.018
1_20_2013-01-11,4642.974000000001
1_20_2013-01-18,4205.08
1_20_2013-01-25,3959.785
1_20_2013-02-01,4951.380999999999
1_20_2013-02-08,5178.212
1_20_2013-02-15,4880.975999999999
1_20_2013-02-22,4800.069999999999
1_20_2013-03-01,4638.518999999999
1_20_2013-03-08,4894.534999999999
1_20_2013-03-15,5085.678999999999
1_20_2013-03-22,4615.961
1_20_2013-03-29,3959.1390000000006
1_20_2013-04-05,4227.765
1_20_2013-04-12,3861.155
1_20_2013-04-19,3852.0209999999997
1_20_2013-04-26,4282.0599999999995
1_20_2013-05-03,4477.342999999999
1_20_2013-05-10,4593.156
1_20_2013-05-17,4799.831
1_20_2013-05-24,4634.2300000000005
1_20_2013-05-31,6424.473
1_20_2013-06-07,4858.505999999999
1_20_2013-06-14,5135.408999999999
1_20_2013-06-21,4921.793
1_20_2013-06-28,4982.984
1_20_2013-07-05,4745.115
1_20_2013-07-12,4753.699
1_20_2013-07-19,4539.879999999999
1_20_2013-07-26,4038.0460000000007
1_21_2012-11-02,8094.706999999999
1_21_2012-11-09,7747.615999999999
1_21_2012-11-16,8256.336
1_21_2012-11-23,9406.032000000003
1_21_2012-11-30,8825.677
1_21_2012-12-07,9171.167
1_21_2012-12-14,9943.748000000001
1_21_2012-12-21,12367.057999999999
1_21_2012-12-28,9366.278
1_21_2013-01-04,7418.684000000001
1_21_2013-01-11,7680.8949999999995
1_21_2013-01-18,7303.972999999998
1_21_2013-01-25,7056.586
1_21_2013-02-01,8084.519
1_21_2013-02-08,8370.381000000001
1_21_2013-02-15,8990.978
1_21_2013-02-22,8354.511999999999
1_21_2013-03-01,8024.329999999999
1_21_2013-03-08,9830.314
1_21_2013-03-15,8219.563
1_21_2013-03-22,7983.2750000000015
1_21_2013-03-29,8073.191999999998
1_21_2013-04-05,8179.015000000002
1_21_2013-04-12,7510.312000000001
1_21_2013-04-19,8119.237000000001
1_21_2013-04-26,8071.262
1_21_2013-05-03,7810.454999999999
1_21_2013-05-10,7094.238999999999
1_21_2013-05-17,6893.286999999999
1_21_2013-05-24,7316.007
1_21_2013-05-31,8214.877
1_21_2013-06-07,7936.267999999999
1_21_2013-06-14,7781.174000000001
1_21_2013-06-21,8113.889
1_21_2013-06-28,6617.252
1_21_2013-07-05,7683.2429999999995
1_21_2013-07-12,7645.380999999999
1_21_2013-07-19,7538.755999999999
1_21_2013-07-26,6771.034
1_22_2012-11-02,7613.421
1_22_2012-11-09,6956.416
1_22_2012-11-16,6881.939
1_22_2012-11-23,21209.127
1_22_2012-11-30,11335.221999999998
1_22_2012-12-07,9227.409
1_22_2012-12-14,9547.462
1_22_2012-12-21,13911.106
1_22_2012-12-28,9356.422999999999
1_22_2013-01-04,8134.3949999999995
1_22_2013-01-11,7638.378999999999
1_22_2013-01-18,7310.289000000002
1_22_2013-01-25,7458.745000000001
1_22_2013-02-01,10392.653999999999
1_22_2013-02-08,11447.711999999998
1_22_2013-02-15,10710.916000000001
1_22_2013-02-22,9723.267
1_22_2013-03-01,9758.453
1_22_2013-03-08,10385.442
1_22_2013-03-15,9850.916000000001
1_22_2013-03-22,7476.886
1_22_2013-03-29,7596.841
1_22_2013-04-05,7276.164999999999
